2010-05-09T00:06:57.604+0000|8591221653|4848|About Pope J. About David . About Abraha. About Dr. Dr. About Will S. About Patti . Abo.|Chau Nguyen|8591221652|
2010-05-09T07:25:50.692+0000|8590733677|2698|About Adol. About Luiz. About Loui. About Frie. About Bori. About Geor. About 50 C. About Henr. About Afgh. About D.|Alexander Efimkin|8590733675|
2010-05-09T07:26:35.734+0000|8591040573|345|maybe|David Herzigová|8591040572|
2010-05-09T07:29:20.128+0000|8590273936|4139|duh|Baruch Dego|8590273934|
2010-05-09T07:33:57.621+0000|8590733686|2698|About. About. About. About. About. About. About. About. About. About. About. About. About.|Alexander Efimkin|8590733683|
2010-05-09T07:37:06.284+0000|8591026650|3055|thanks|Alexander Dobrunov|8591026647|
2010-05-09T07:38:19.304+0000|8590102716|1099511631132|LOL|Wei Li|8590102704|
2010-05-09T07:39:51.138+0000|8590102627|1481|About Erwin R. About Enrique. About Dusty S. About Tony Be. About Weird A. About Hal Roa. About Pete Sa. About Stephen. About America. Ab.|Akira Takahashi|8590102621|
2010-05-09T07:47:48.799+0000|8590102630|3748|About En. About Le. About Du. About Ge. About Ti. About To. About We. About Ha. About Pe. .|Chen Yang|8590102627|
2010-05-09T07:55:29.353+0000|8591235713|1099511628378|fine|Dale Garcia|8591235709|
2010-05-09T07:59:10.596+0000|8590102451|1847|thx|Jun Zhang|8590102449|
2010-05-09T08:01:20.725+0000|8591063629|2194|About Dante Alighieri, moral philosopher, and political thinker. . About H. P. Lovecraft, that Lovecraft was responsible for King'.|Alexander Dobrunov||8591062803
2010-05-09T08:01:32.624+0000|8591063639|3606|maybe|Andrew Kibona|8591063629|
2010-05-09T08:12:16.658+0000|8590289234|2266|LOL|Kemal Yasar||8590288500
2010-05-09T08:13:00.528+0000|8591026660|3055|thanks|Alexander Dobrunov|8591026649|
2010-05-09T08:23:55.303+0000|8590276905|4555|roflol|Wei Zhou|8590276904|
2010-05-09T08:34:21.779+0000|8591063637|2194|ok|Alexander Dobrunov|8591063629|
2010-05-09T08:40:37.154+0000|8591221984|1161|LOL|Li Zhang|8591221979|
2010-05-09T08:44:30.369+0000|8590102715|1099511629479|thx|Jun Wang|8590102714|
2010-05-09T08:53:41.742+0000|8590733643|609|duh|Lei Yang|8590733640|
2010-05-09T08:55:02.622+0000|8591235664|1099511628378|About Luiz Inácio Lula. About Walter Scott, Hi. About Lou Reed, become. About Rush in Rio,.|Dale Garcia||8591235601
2010-05-09T08:55:12.636+0000|8591235666|1099511628378|ok|Dale Garcia|8591235664|
2010-05-09T09:00:25.166+0000|8590567839|2023|maybe|Andreas Svensson||8590567208
2010-05-09T09:00:42.492+0000|8590567840|1099511628321|thanks|Walter Schmidt||8590567208
2010-05-09T09:02:44.181+0000|8590567844|1099511631424|About Felix Mendels. About James Buchana. About Back in Black. About Planet Wav.|Baoping Huang||8590567208
2010-05-09T09:03:01.760+0000|8590567849|4018|maybe|Rodrigo Alves|8590567844|
2010-05-09T09:07:27.121+0000|8590567837|2023|no way!|Andreas Svensson||8590567208
2010-05-09T09:12:30.148+0000|8590565261|3219|no way!|Artur Tavares|8590565250|
2010-05-09T09:17:18.377+0000|8590733749|609|About Lui. About Pau. About Bru. About Vir. About Bél. About Dia. About Geo. About Ant.|Lei Yang|8590733748|
2010-05-09T09:18:56.198+0000|8591063641|1099511628571|no way!|Benedict Yang|8591063629|
2010-05-09T09:23:02.165+0000|8590567853|1099511631424|About Frank Zapp. About James Buch. About Back in Bl. About Morgan Fre. About Plan.|Baoping Huang|8590567844|
2010-05-09T09:26:24.647+0000|8590755806|1099511630252|About Neil Young, he has l. About Even Worse, to revit. About Ella Fitzgerald, .|Babar Khan||8590755763
2010-05-09T09:31:44.599+0000|8590567845|1099511631424|About Felix Mendelssohn, J. About David Beckham, Madri. About Humphrey Bogart, .|Baoping Huang||8590567208
2010-05-09T09:32:47.293+0000|8591063636|3606|cool|Andrew Kibona||8591062803
2010-05-09T09:35:56.856+0000|8591180971|870|About Joni Mitchell, began to be recognize. About Albert Einstein, of nuclear weapons.|Dionysis Karvelas|8591180968|
2010-05-09T09:42:06.651+0000|8591180972|3627|fine|Sergey Vasilievich Iglinsky|8591180971|
2010-05-09T09:46:35.734+0000|8590191106|1161|no|Li Zhang|8590191105|
2010-05-09T09:49:20.364+0000|8591235663|1099511628378|no|Dale Garcia|8591235660|
2010-05-09T09:58:29.771+0000|8591063642|668|fine|Nicolas Foucault||8591062803
2010-05-09T10:13:52.623+0000|8590273931|3606|About Lui. About Jef. About Wei. About Éam. About Eng. About Hot. About Dea. About Chi.|Andrew Kibona|8590273928|
2010-05-09T10:24:20.060+0000|8590273807|1099511631844|About David Bo. About Douglas . About Novocain. About Will You. About Crazy Ni. About.|Chokri David|8590273805|
2010-05-09T10:29:21.808+0000|8591221654|3633|About Pope. About Abra. About Will. About Bett. About Tori. About The . Abou.|Jun Wu|8591221653|
2010-05-09T10:29:43.207+0000|8590567842|1099511628321|About Che Gueva. About Felix Men. About George Ge. About Appetite . About Moo.|Walter Schmidt||8590567208
2010-05-09T10:35:17.667+0000|8591063646|1753|no|Tariq Malik||8591062803
2010-05-09T10:37:10.582+0000|8590733662|609|About Vlad. About Ozzy. About Bria. About Weir. About Sean. About Heft. About Ladi. .|Lei Yang|8590733660|
2010-05-09T10:42:05.962+0000|8591064800|1355|About Israel, Declaration of Independence, was made on 14 May 1948, the day bef.|Peter Taylor||8591064758
2010-05-09T10:43:38.760+0000|8590733688|2698|About F. About G. About J. About E. About W. About T. About H. About A. About A. About .|Alexander Efimkin|8590733677|
2010-05-09T10:49:10.283+0000|8591063631|668|About Dante Alighieri, and Boccaccio are a. About George Gershwin, a commercial fail.|Nicolas Foucault||8591062803
2010-05-09T10:55:31.091+0000|8591063640|2194|right|Alexander Dobrunov|8591063629|
2010-05-09T10:56:36.834+0000|8590102629|250|cool|Chen Wang|8590102621|
2010-05-09T10:58:14.064+0000|8590733666|2698|fine|Alexander Efimkin|8590733662|
2010-05-09T11:03:00.719+0000|8591063638|1753|great|Tariq Malik|8591063631|
2010-05-09T11:11:29.297+0000|8590273881|143|cool|Maria Alkaios|8590273879|
2010-05-09T11:22:29.994+0000|8591063632|1099511628571|About Franklin D. Roosevelt, economy grew rapidly to new heights as millions of people mo.|Benedict Yang|8591063631|
2010-05-09T11:30:56.676+0000|8591180978|870|About Everybody Hurts, for the People and was also released as a single in 19.|Dionysis Karvelas|8591180971|
2010-05-09T11:59:57.387+0000|8591235813|1099511628378|About Luiz. About Jack. About Muam. About Dian. About Alei. About Weir. About Aret. Abo.|Dale Garcia||8591235615
2010-05-09T12:01:37.397+0000|8591064794|1355|About Iran, Ilkhanid and Timurid rulers. The emergence in 1501 of the Safa.|Peter Taylor||8591064758
2010-05-09T12:12:22.575+0000|8590567841|1099511631424|good|Baoping Huang||8590567208
2010-05-09T12:20:03.779+0000|8590567846|1099511628321|About David Beckham, L. About Humphrey Bogart,. About UHF – Original M. About Kingdom of M.|Walter Schmidt|8590567845|
2010-05-09T12:27:45.661+0000|8590733679|2698|maybe|Alexander Efimkin|8590733677|
2010-05-09T12:40:56.140+0000|8591235812|1099511628378|About Otto von Bismarck, and cre. About Salman Rushdie, Queen Eliz. About Condoleezza Rice, in Pales. About Al Green, stated that peop. About Christina Aguilera,.|Dale Garcia||8591235615
2010-05-09T12:44:24.980+0000|8590803357|3780|great|Chen Li||8590799284
2010-05-09T12:47:36.514+0000|8591235815|1099511628378|fine|Dale Garcia|8591235812|
2010-05-09T12:49:06.614+0000|8591063630|1099511628571|thanks|Benedict Yang||8591062803
2010-05-09T12:58:55.173+0000|8591235814|1099511628378|thanks|Dale Garcia|8591235812|
2010-05-09T13:17:05.458+0000|8590273937|3606|About Michae. About Jeff B. About Edward. About Edgar . About Pjanoo. About Switze. Abou.|Andrew Kibona|8590273934|
2010-05-09T13:23:16.975+0000|8590102589|1099511631132|About Gaetano. About Kate Bu. About Johnny . About Joseph . About Judy at. About .|Wei Li|8590102586|
2010-05-09T13:25:34.879+0000|8590273815|3606|About Arthur C. About Gwen Ste. About Al Green. About Castle i. About If I Eve. About Fra.|Andrew Kibona|8590273813|
2010-05-09T13:27:43.714+0000|8591235819|1099511628378|maybe|Dale Garcia|8591235812|
2010-05-09T13:30:04.124+0000|8591235816|1099511628378|right|Dale Garcia||8591235615
2010-05-09T13:31:49.771+0000|8590733665|1099511628661|maybe|Rudolf Engel|8590733662|
2010-05-09T13:51:07.249+0000|8591235817|1099511628378|LOL|Dale Garcia||8591235615
2010-05-09T14:00:38.372+0000|8590733682|2698|good|Alexander Efimkin|8590733677|
2010-05-09T14:07:14.611+0000|8590102632|1481|duh|Akira Takahashi|8590102621|
2010-05-09T14:11:02.355+0000|8590803358|1791|LOL|Hao Liu||8590799284
2010-05-09T14:12:29.938+0000|8590565264|3522|roflol|Ali Lambo|8590565262|
2010-05-09T14:16:27.419+0000|8590102521|1099511629479|right|Jun Wang|8590102519|
2010-05-09T14:18:57.253+0000|8591235822|1099511628378|ok|Dale Garcia|8591235813|
2010-05-09T14:33:38.939+0000|8590733685|2698|About. About. About. About. About. About. About. About. About. About. About..|Alexander Efimkin|8590733677|
2010-05-09T14:42:15.733+0000|8590191107|1161|duh|Li Zhang|8590191103|
2010-05-09T14:51:55.548+0000|8591235825|1099511628378|good|Dale Garcia|8591235812|
2010-05-09T15:09:44.812+0000|8590733743|609|About Luiz . About Paul . About Pope . About Béla . About Willi. About Harol. About Angel.|Lei Yang|8590733741|
2010-05-09T15:14:06.519+0000|8590733691|2698|thanks|Alexander Efimkin|8590733688|
2010-05-09T15:30:13.741+0000|8590567848|1099511628321|About Bertolt Brecht,. About Humphrey Bogart. About Henry Fonda, in. About UHF – Ori.|Walter Schmidt|8590567846|
2010-05-09T15:31:00.526+0000|8591026653|3055|LOL|Alexander Dobrunov|8591026649|
2010-05-09T15:39:30.593+0000|8591064796|1355|cool|Peter Taylor|8591064794|
2010-05-09T15:39:53.262+0000|8590565253|3219|duh|Artur Tavares|8590565250|
2010-05-09T15:45:50.085+0000|8590273884|102|LOL|Philibert Roindefo|8590273879|
2010-05-09T15:51:00.644+0000|8590567843|4018|maybe|Rodrigo Alves||8590567208
2010-05-09T16:01:23.231+0000|8591064797|1355|About Martina Navratilova, player and a f. About Pablo Picasso, in his early years,.|Peter Taylor||8591064758
2010-05-09T16:04:38.491+0000|8590567850|1099511631424|fine|Baoping Huang|8590567842|
2010-05-09T16:08:46.608+0000|8590964679|2698|yes|Alexander Efimkin||8590964451
2010-05-09T16:12:04.432+0000|8591235824|1099511628378|ok|Dale Garcia||8591235615
2010-05-09T16:12:39.054+0000|8590964676|2698|roflol|Alexander Efimkin||8590964451
2010-05-09T16:16:50.982+0000|8590642106|1099511630189|About Éamon de Valera, of government from 1932 to 1948, 1951 to 1954 and 1957 to.|Neil Evans||8590642029
2010-05-09T16:30:06.705+0000|8590733687|1099511628661|thanks|Rudolf Engel|8590733685|
2010-05-09T16:30:54.570+0000|8591063645|3606|ok|Andrew Kibona|8591063632|
2010-05-09T16:31:12.799+0000|8590567679|2023|duh|Andreas Svensson||8590567188
2010-05-09T16:39:33.391+0000|8590964674|1099511630680|About Shine On You Crazy Diamond, On You Crazy Diamond is a nine-part Pink Floyd composition written by Roger Waters, Richard Wright, and David Gilmour. The song is a trib.|Alfonso Campos||8590964451
2010-05-09T16:42:24.773+0000|8590964675|4689|LOL|Jim Thomas||8590964451
2010-05-09T16:47:06.532+0000|8590642109|4534|yes|David Jones||8590642029
2010-05-09T16:47:17.188+0000|8591235821|1099511628378|cool|Dale Garcia|8591235812|
2010-05-09T16:49:33.508+0000|8590964681|3231|no|Aleksandr Garlitsky||8590964451
2010-05-09T17:09:12.805+0000|8590642124|1099511630189|thx|Neil Evans||8590642029
2010-05-09T17:11:23.489+0000|8590567683|4018|thx|Rodrigo Alves||8590567188
2010-05-09T17:18:26.234+0000|8591063644|3606|right|Andrew Kibona||8591062803
2010-05-09T17:23:08.216+0000|8590248654|998|yes|Carlos Abarca|8590248652|
2010-05-09T17:33:28.317+0000|8590964688|4689|no|Jim Thomas||8590964451
2010-05-09T17:34:59.100+0000|8590642110|1099511630189|About Miles Davis, influential musicians of the 20th century, Miles Davis was,.|Neil Evans|8590642106|
2010-05-09T17:40:18.775+0000|8590565252|3247|right|Abraham Mamo|8590565250|
2010-05-09T17:48:59.090+0000|8590565256|3309|I see|Juan Cardenas|8590565250|
2010-05-09T18:01:28.406+0000|8590567852|1099511631424|no|Baoping Huang|8590567848|
2010-05-09T18:02:59.224+0000|8590964682|1099511628093|maybe|Ilguilas Lambo|8590964674|
2010-05-09T18:37:09.487+0000|8590102520|1099511632742|right|Yang Yang|8590102519|
2010-05-09T18:37:39.704+0000|8590053999|1099511628642|I see|Li Li|8590053992|
2010-05-09T19:07:10.043+0000|8590733746|1099511628661|About Luiz In. About Mustafa. About Béla Ba. About Rihanna. About Sri Lan. About.|Rudolf Engel|8590733743|
2010-05-09T19:12:11.909+0000|8590640126|96|thanks|Anson Chen||8590639664
2010-05-09T19:39:07.683+0000|8590803359|2370|no|Yang Zhu||8590799284
2010-05-09T19:42:30.753+0000|8590755807|2194|great|Alexander Dobrunov|8590755806|
2010-05-09T20:04:54.781+0000|8590273610|4534|About Pope Bened. About George Orw. About Joss Whedo. About Patti LaBe. About Rarit.|David Jones|8590273608|
2010-05-09T20:14:23.988+0000|8591040574|1099511628211|good|Hao Chen|8591040572|
2010-05-09T20:14:58.442+0000|8590640124|555|great|Chen Yang||8590639664
2010-05-09T20:18:41.685+0000|8590289072|1103|yes|Mehmet Ayhan|8590289071|
2010-05-09T20:30:35.353+0000|8590273614|1099511631844|duh|Chokri David|8590273610|
2010-05-09T20:35:18.870+0000|8591237426|4952|roflol|Josef Richter||8591236086
2010-05-09T20:35:57.666+0000|8590289232|2266|About René Descartes,. About Vladimir Putin,. About Elvis Presley, . About William F.|Kemal Yasar|8590289226|
2010-05-09T20:37:08.596+0000|8590229440|1099511630235|LOL|Ydnekatchew Guelleh||8590229159
2010-05-09T20:40:29.888+0000|8590642108|1099511630189|ok|Neil Evans|8590642106|
2010-05-09T21:00:47.228+0000|8590640123|4644|good|Alexei Pliuschin||8590639664
2010-05-09T21:22:59.488+0000|8590273816|3606|About Brian Eno, by E. About Weird Al Yankov. About Harold Arlen, o. About Terrapin .|Andrew Kibona|8590273808|
2010-05-09T22:14:33.047+0000|8590642111|4534|About Kingdom of Laos, of Champassak, and the left-wing, Vietnamese-backed.|David Jones|8590642106|
2010-05-09T22:22:31.822+0000|8590229441|1099511630235|About 50 Cent, Guess Who's Back? in 2002, Jackson was discovered by rapper Emi.|Ydnekatchew Guelleh||8590229159
2010-05-09T22:55:04.277+0000|8591235820|1099511628378|duh|Dale Garcia||8591235615
2010-05-09T22:57:00.583+0000|8591064801|1355|great|Peter Taylor|8591064794|
2010-05-09T22:57:03.047+0000|8590642114|1099511630189|no|Neil Evans|8590642110|
2010-05-09T23:04:29.548+0000|8590642115|1099511630189|About Francisco Franco, dissolved the . About Kingdom of Laos, future Prime .|Neil Evans|8590642111|
2010-05-09T23:12:50.270+0000|8590964677|1099511628093|About Woodrow Wilson, re-elected in 1916, he had full control of American entry into .|Ilguilas Lambo||8590964451
2010-05-09T23:13:45.322+0000|8590642117|4534|LOL|David Jones|8590642115|
2010-05-09T23:17:55.257+0000|8590642121|1099511630189|thanks|Neil Evans|8590642115|
2010-05-09T23:19:44.316+0000|8591237424|4194|About Napoleon, ran from 18. About Muammar Gaddafi, of 1. About Queen Victoria, w.|Hồ Chí Do||8591236086
2010-05-09T23:25:59.551+0000|8591063635|3606|thx|Andrew Kibona|8591063629|
2010-05-09T23:26:32.641+0000|8590191110|1161|ok|Li Zhang|8590191105|
2010-05-09T23:35:00.893+0000|8591237425|1099511628211|thanks|Hao Chen|8591237424|
