2010-06-01T00:00:20.973+0000|8591094817|2608|About Augustine of Hippo, from Roman Africa. About Andrew Carnegie, countries, as well .|Wei Zhu|8591094811|
2010-06-01T03:27:32.584+0000|8590341457|1099511631838|ok|Yang Zhang|8590341453|
2010-06-01T03:29:39.525+0000|8590341463|1099511632601|no way!|Lei Wang|8590341461|
2010-06-01T03:36:33.115+0000|8590194692|2965|cool|Abdel Wahab Mahmoud|8590194691|
2010-06-01T03:40:50.566+0000|8590580528|1099511630189|About Isaac New. About Virginia . About Benjamin . About Give Me J. About Georg.|Neil Evans|8590580526|
2010-06-01T03:42:04.197+0000|8590288861|143|no|Maria Alkaios|8590288859|
2010-06-01T03:43:17.813+0000|8590580531|4018|thanks|Rodrigo Alves|8590580528|
2010-06-01T03:44:48.363+0000|8590399789|1099511630761|roflol|Cheng Zhang|8590399781|
2010-06-01T03:45:08.722+0000|8589967221|1490|cool|John Wilson|8589967219|
2010-06-01T03:54:21.200+0000|8589967229|1099511630235|cool|Ydnekatchew Guelleh|8589967225|
2010-06-01T03:56:01.094+0000|8590522041|3331|good|Gheorghe Kovacs|8590522036|
2010-06-01T03:56:37.916+0000|8589946101|609|no|Lei Yang||8589945861
2010-06-01T04:11:48.376+0000|8590070109|3539|About Marcus. About Gloria. About Ted Ke. About The No. About T-Pain. About B.|Ai Wang|8590070108|
2010-06-01T04:13:17.585+0000|8590626799|1099511630761|ok|Cheng Zhang||8590626715
2010-06-01T04:39:25.243+0000|8589967228|1490|great|John Wilson|8589967219|
2010-06-01T04:46:34.216+0000|8589966500|1099511630235|About Leon. About Davi. About Abra. About Will. About John. About Jame. Abou.|Ydnekatchew Guelleh|8589966494|
2010-06-01T05:12:02.989+0000|8591312385|4511|thanks|Bing Zhang|8591312384|
2010-06-01T05:37:06.378+0000|8590861367|1099511632098|About Adolf Hitler, German. About Barbra Streisand, ho. About Candle in the Wind.|Daniele Russo|8590861358|
2010-06-01T05:40:10.033+0000|8590070047|1099511631424|About Edv. About Mar. About Wei. About She. About Coe. About Ali. About Ste. Abou.|Baoping Huang|8590070038|
2010-06-01T05:45:15.159+0000|8590802477|1099511628545|About Augustine of. About Gustav Mahle. About Andy Roddick. About Lebanon, in . About Welc.|dou Faye||8590799193
2010-06-01T05:55:43.035+0000|8590626795|1099511631424|roflol|Baoping Huang||8590626715
2010-06-01T05:57:05.715+0000|8589967230|1099511630235|LOL|Ydnekatchew Guelleh|8589967225|
2010-06-01T06:02:34.632+0000|8590861370|3587|About Adolf Hitle. About Mark Twain,. About Barbra Stre. About R. Kelly, r. About Candle .|Ahmad Chedid|8590861367|
2010-06-01T06:02:57.483+0000|8590626792|1099511629672|maybe|Chen Yang||8590626715
2010-06-01T06:11:35.953+0000|8590464194|2874|About Augustine o. About George Frid. About Bette Midle. About George B. M. About Geo.|Jie Wu|8590464191|
2010-06-01T06:11:46.524+0000|8590464198|1099511628305|About Adolf Hitler, his early. About Bill Clinton, in 1994, . About The Michael Nyman S.|Gregorio Reyes|8590464194|
2010-06-01T06:13:28.254+0000|8590464197|1099511631424|LOL|Baoping Huang|8590464191|
2010-06-01T06:14:22.005+0000|8590194688|1099511632098|right|Daniele Russo|8590194687|
2010-06-01T06:20:42.950+0000|8590626786|1099511629479|roflol|Jun Wang||8590626715
2010-06-01T06:22:34.328+0000|8590288873|143|About Arthur Conan Doyle, non. About Tom Cruise, in August 1. About Nicolas Cage, Januar.|Maria Alkaios|8590288865|
2010-06-01T06:56:55.225+0000|8590288868|143|LOL|Maria Alkaios|8590288859|
2010-06-01T06:58:00.606+0000|8589946103|609|cool|Lei Yang|8589946100|
2010-06-01T07:10:40.363+0000|8589967232|1490|About George Washington, to. About 50 Cent, his album Ge. About Al Green, of All T.|John Wilson|8589967225|
2010-06-01T07:23:15.779+0000|8590341454|4047|LOL|Li Zhang|8590341452|
2010-06-01T07:45:48.812+0000|8589966670|318|About Jacques Offenb. About Sean Connery, . About John Wayne, hi. About Pete Seeg.|Claude Radafison|8589966667|
2010-06-01T08:07:42.378+0000|8591094824|1099511631424|cool|Baoping Huang|8591094815|
2010-06-01T08:20:09.095+0000|8590464426|1099511629960|yes|Zhang Li|8590464422|
2010-06-01T08:25:27.852+0000|8590070049|1099511630154|no way!|Alexander Kahnovich|8590070043|
2010-06-01T08:26:09.335+0000|8590464200|2886|About Augustine of Hip. About Joan of Arc, sen. About George Frideric . About Barack Oba.|Baoping Wu|8590464191|
2010-06-01T08:31:13.612+0000|8590861362|1099511632098|no way!|Daniele Russo|8590861357|
2010-06-01T08:46:56.018+0000|8590580540|3962|roflol|Sergio Gonzalez|8590580528|
2010-06-01T08:55:04.147+0000|8589967223|4688|no|Chen Lu|8589967222|
2010-06-01T09:09:16.246+0000|8590288870|1103|no way!|Mehmet Ayhan|8590288865|
2010-06-01T09:11:20.155+0000|8590232396|238|maybe|Burak Koksal|8590232394|
2010-06-01T09:36:35.683+0000|8590580535|2783|About Amy Winehouse, f. About Weird Al Yankovi. About John Steinbeck, . About George III.|Rafael Alonso|8590580525|
2010-06-01T09:46:35.356+0000|8590232401|238|yes|Burak Koksal|8590232394|
2010-06-01T09:56:33.631+0000|8590464207|3924|great|Zheng Chen||8590463954
2010-06-01T10:00:34.484+0000|8590232676|4555|cool|Wei Zhou|8590232673|
2010-06-01T10:10:52.056+0000|8590464209|3705|About Adolf Hitler, although there were so. About Jerry Lee Lewis, his young cousin. .|Bingjian Zhang|8590464198|
2010-06-01T10:37:47.983+0000|8590341455|3412|ok|Lei Wang|8590341452|
2010-06-01T10:46:35.800+0000|8589967220|1099511628301|I see|Ibrahim Bare Ousmane|8589967218|
2010-06-01T10:58:39.049+0000|8590232665|4555|ok|Wei Zhou|8590232664|
2010-06-01T11:05:36.474+0000|8591312379|2194|About Adolf Hitle. About Frédéric Ch. About Jefferson D. About Let It Blee. About Saxe-We.|Alexander Dobrunov||8591312248
2010-06-01T11:27:18.142+0000|8590464203|3633|good|Jun Wu|8590464194|
2010-06-01T11:28:18.731+0000|8589966501|2783|About Leon. About Davi. About Abra. About Geor. About Tom . About Comm. About By.|Rafael Alonso|8589966500|
2010-06-01T11:31:02.991+0000|8590464206|4290|About Bette Midl. About George B. . About Afghanista. About Arthur Mil. About I .|Wei Chen|8590464194|
2010-06-01T11:51:19.271+0000|8590232678|4555|LOL|Wei Zhou|8590232670|
2010-06-01T12:00:16.614+0000|8590399785|1099511630761|roflol|Cheng Zhang|8590399784|
2010-06-01T12:03:51.904+0000|8590802475|2843|About James Bro. About Andy Rodd. About Lucille B. About Zachary T. About Go.|Ben Zhu||8590799193
2010-06-01T12:04:54.485+0000|8591157208|2317|About Novgorod Republic, Mountains between the 12th and 15th centuries, centred on the.|Jiro Sato||8591155497
2010-06-01T12:25:40.179+0000|8591094821|1161|thanks|Li Zhang|8591094817|
2010-06-01T12:28:29.702+0000|8591363659|4139|About Gord. About John. About Lady. About Jame. About Iris. About Occu. Abo.|Baruch Dego||8591363436
2010-06-01T12:32:34.484+0000|8590429697|941|About Al Green, Be With Me, I'm Still In Love With You, Love and Happiness, and L.|Aryo Tobing|8590429688|
2010-06-01T12:32:43.006+0000|8591011250|1847|I see|Jun Zhang||8591011231
2010-06-01T12:55:15.257+0000|8591312383|1099511632283|fine|Igor Basov|8591312379|
2010-06-01T12:56:29.089+0000|8589946099|609|great|Lei Yang|8589946096|
2010-06-01T13:24:48.526+0000|8591363662|4139|LOL|Baruch Dego|8591363659|
2010-06-01T13:38:38.661+0000|8590861369|1099511631424|cool|Baoping Huang|8590861357|
2010-06-01T13:49:06.231+0000|8590626787|1099511630088|right|Lei Li||8590626715
2010-06-01T14:03:08.902+0000|8590580536|3522|good|Ali Lambo|8590580525|
2010-06-01T14:17:41.392+0000|8591094822|2886|About Andrew Carnegie, Carnegie started as a telegrap. About Tanganyika, into a United Nations Trust Terri.|Baoping Wu|8591094817|
2010-06-01T14:18:04.078+0000|8591011243|1847|roflol|Jun Zhang||8591011231
2010-06-01T14:45:21.116+0000|8590288867|143|fine|Maria Alkaios|8590288865|
2010-06-01T15:21:11.635+0000|8590713783|3670|About Elena Likhovtseva, number of other . About Weird Al Yankovic, Yankovic in 3-.|William Brown||8590713415
2010-06-01T15:21:21.641+0000|8590713785|1099511632098|About Alanis Morissette, has sold more than . About Elena Likhovtseva, is also one of the.|Daniele Russo|8590713783|
2010-06-01T15:23:33.196+0000|8590464205|2194|cool|Alexander Dobrunov|8590464199|
2010-06-01T15:31:54.285+0000|8590341983|3412|good|Lei Wang|8590341981|
2010-06-01T15:37:31.647+0000|8591011244|555|About Augustine . About Peter Paul. About Miguel de . About Joan Crawf. About Aristo.|Chen Yang||8591011231
2010-06-01T16:10:43.775+0000|8591011247|2194|maybe|Alexander Dobrunov|8591011244|
2010-06-01T16:16:09.889+0000|8591363655|1099511630952|About John. About Albe. About Gord. About Dono. About Haro. About John. About La.|Asim Qureshi||8591363436
2010-06-01T16:34:32.714+0000|8590626797|1099511629479|thanks|Jun Wang||8590626715
2010-06-01T16:45:01.610+0000|8590713779|1099511631981|About Elena Likhovtseva, was also against. About Weird Al Yankovic, by former The M.|Abdul-Malik Alhouthi||8590713415
2010-06-01T16:49:19.882+0000|8591211090|1099511631199|About Adolf Hitler, form of German nationa. About Norway, borders the Skagerrak Stra.|Mohammad Ali Motamed||8591210350
2010-06-01T16:56:03.687+0000|8591211094|1099511631199|About Adolf Hitler, developed his extrem. About Edward II of England, However, th.|Mohammad Ali Motamed|8591211090|
2010-06-01T17:02:36.934+0000|8591211096|1099511631199|About Croatia, a thousand islands. The cou. About Edward II of England, of Wales and .|Mohammad Ali Motamed|8591211094|
2010-06-01T17:15:55.397+0000|8590713784|1099511632098|About Weird Al Yankovic, Weird Al Yankovic. The music on Weird Al Yankovic .|Daniele Russo|8590713783|
2010-06-01T17:19:01.348+0000|8590626790|4848|good|Chau Nguyen||8590626715
2010-06-01T17:30:10.655+0000|8591211093|1099511630952|good|Asim Qureshi|8591211090|
2010-06-01T17:51:06.455+0000|8591312382|1099511627912|thanks|Alexander Basov|8591312379|
2010-06-01T18:04:18.043+0000|8591363658|2317|About Albert Ein. About Gordon Bro. About Donovan, i. About Harold Pin. About Sean Penn,. About The Bahama. About Rarities 1. About France, fi. About .|Jiro Sato|8591363655|
2010-06-01T18:15:06.329+0000|8590204556|1099511631844|LOL|Chokri David||8590204422
2010-06-01T18:25:50.429+0000|8590429698|609|About Brazil, Noronha, Rocas Atoll, Saint Peter and Paul Rocks, and Trindade and Martim.|Lei Yang|8590429691|
2010-06-01T18:48:50.449+0000|8591094823|2886|great|Baoping Wu|8591094817|
2010-06-01T19:00:53.292+0000|8590288869|1099511630703|ok|Josef Herzigová|8590288859|
2010-06-01T19:24:02.959+0000|8591211095|1099511631199|no|Mohammad Ali Motamed||8591210350
2010-06-01T20:10:18.445+0000|8591211102|1099511632213|About Isabella I of Castile, the enormous debt her brother had left behind. About Croatia, most of whom are Croats, with the most common religiou. A.|Abdul Hameed Khan|8591211096|
2010-06-01T20:38:47.695+0000|8590464201|4231|LOL|Yang Zhang|8590464200|
2010-06-01T20:53:57.749+0000|8590232677|4555|cool|Wei Zhou|8590232673|
2010-06-01T21:08:12.171+0000|8590626793|1269|fine|Diana Zhang||8590626715
2010-06-01T21:09:26.266+0000|8590464208|3039|About Augustin. About Thomas M. About Leona Le. About Bette Mi. About George C. About .|Li Wang|8590464194|
2010-06-01T21:26:28.596+0000|8591211100|296|good|Zaenal Gallagher|8591211094|
2010-06-01T21:45:54.675+0000|8590565522|2917|About Adélie Land, Pole. The territory is claimed by France as one of five districts of th.|Atsushi Yamada||8590565016
2010-06-01T21:46:37.268+0000|8590713780|3670|yes|William Brown|8590713779|
2010-06-01T21:47:52.522+0000|8590565523|870|cool|Dionysis Karvelas|8590565522|
2010-06-01T22:04:09.624+0000|8590626801|1099511629479|maybe|Jun Wang||8590626715
2010-06-01T23:26:29.882+0000|8590626798|1099511630761|good|Cheng Zhang||8590626715
