2010-06-23T06:05:05.876+0000|17180210380|1099511629940|About Freddie Mer. About Andre Agass. About Man in the . About 9 to 5 and . About Eve.|Jie Chen|17180210378|
2010-06-23T08:07:16.476+0000|17180489161|2194|cool|Alexander Dobrunov|17180489153|
2010-06-23T08:09:33.941+0000|17180210377|3924|thx|Zheng Chen||17180210247
2010-06-23T08:09:52.936+0000|17180057656|1274|right|Roberto Fernandez||17180057115
2010-06-23T08:14:19.710+0000|17180673538|3060|maybe|Anson Xu||17180672626
2010-06-23T08:16:09.041+0000|17180008988|4290|ok|Wei Chen|17180008987|
2010-06-23T08:18:12.394+0000|17180276261|4273|About A Momentary Lapse of Reason, Gilmour to craft what would become the first Pink F.|Jun Lu||17180273454
2010-06-23T08:19:01.033+0000|17180276262|4005|ok|Zheng Zhang||17180273454
2010-06-23T08:32:51.693+0000|17180454732|1099511629430|About Joseph . About Ernests. About Mary, Q. About Richard. About Muhamma. About R.|Kamal Aziz||17180454450
2010-06-23T08:34:01.252+0000|17180454738|1099511629430|duh|Kamal Aziz|17180454732|
2010-06-23T08:36:37.407+0000|17180008999|4290|About Plutarch, essayist, and Middle Platonist known primarily for hi. Abo.|Wei Chen|17180008995|
2010-06-23T08:49:42.584+0000|17180224152|4555|About Aldous Huxle. About Spanish Empi. About Alexander Po. About Strangew.|Wei Zhou||17180224073
2010-06-23T08:50:12.560+0000|17180725501|2199023258320|LOL|Nick Smith||17180725497
2010-06-23T08:51:35.370+0000|17180008993|4290|thx|Wei Chen|17180008985|
2010-06-23T08:55:16.538+0000|17180454729|1099511629430|fine|Kamal Aziz||17180454450
2010-06-23T09:15:39.675+0000|17180673537|2199023256115|About Alexandre Dum. About Freddie Mercu. About Orson Welles,. About Give My.|Yang Wei||17180672626
2010-06-23T09:17:00.694+0000|17180380592|1099511632352|About Amy Winehouse, by a female artist in a single night, and made Winehouse the .|Arap Ngoche||17180379805
2010-06-23T09:25:38.850+0000|17180673950|1847|I see|Jun Zhang|17180673947|
2010-06-23T09:31:12.638+0000|17180673540|2199023258095|thanks|Zheng Zhu|17180673537|
2010-06-23T09:33:59.269+0000|17180454719|1099511629430|cool|Kamal Aziz||17180454449
2010-06-23T09:38:35.581+0000|17180673760|2199023256115|maybe|Yang Wei||17180672647
2010-06-23T09:41:34.189+0000|17180380010|941|yes|Aryo Tobing||17180379747
2010-06-23T09:43:40.877+0000|17180276571|1259|About Rainer Schütt. About Keith Richard. About James Stewart. About Howard Stern,. About England. About Egypt, Egypti. About Frank S.|Mee Vongvichit||17180273481
2010-06-23T09:57:48.442+0000|17180673756|2199023258095|About Ernests Gul. About Benjamin Fr. About B.B. King, . About Michael Moo. About Richard.|Zheng Zhu||17180672647
2010-06-23T09:58:00.960+0000|17180673764|2199023258095|good|Zheng Zhu|17180673756|
2010-06-23T10:06:37.242+0000|17181116124|1099511628696|duh|Cristian Diaz||17181115983
2010-06-23T10:07:00.505+0000|17180276267|4047|great|Li Zhang||17180273454
2010-06-23T10:08:08.226+0000|17180380596|454|ok|Fritz Richter|17180380592|
2010-06-23T10:09:07.048+0000|17180427447|2199023256227|roflol|Roger Jones|17180427436|
2010-06-23T10:11:27.896+0000|17181116116|3231|fine|Aleksandr Garlitsky||17181115983
2010-06-23T10:12:58.608+0000|17180008978|4290|About Ernests Gulbis, well as several other ATP . About Weird Al Yankovic, on the Billboard 200 an. About I Will Always Love You, Parton became th.|Wei Chen||17180008790
2010-06-23T10:16:14.645+0000|17180008975|4290|roflol|Wei Chen||17180008790
2010-06-23T10:16:36.056+0000|17180224154|4555|About Arthur Wellesley. About Queen Elizabeth . About Spanish Empire, . About Alexander Po.|Wei Zhou|17180224152|
2010-06-23T10:16:57.289+0000|17181211162|459|thx|Jharana Bajracharya Rashid Shrestha||17181208719
2010-06-23T10:20:19.774+0000|17180276264|1099511632315|maybe|Janne Seppala|17180276261|
2010-06-23T10:21:43.202+0000|17181116096|3231|maybe|Aleksandr Garlitsky||17181115982
2010-06-23T10:23:21.573+0000|17180500697|3247|About Char. About Eliz. About John. About Jero. About Ralp. About Life. About Port. Ab.|Abraham Mamo||17180499667
2010-06-23T10:23:46.474+0000|17181172025|2099|fine|Juan Diaz||17181170679
2010-06-23T10:27:27.060+0000|17181116104|1099511628696|fine|Cristian Diaz||17181115982
2010-06-23T10:30:15.365+0000|17180276260|555|no way!|Chen Yang||17180273454
2010-06-23T10:30:36.590+0000|17180427435|1099511630976|no|Adriaan Jong||17180426941
2010-06-23T10:34:37.116+0000|17181116098|3231|thanks|Aleksandr Garlitsky||17181115982
2010-06-23T10:37:15.841+0000|17180673755|2199023256115|About Michael Jackson. About Benjamin Frankl. About 50 Cent, the si. About Prairie W.|Yang Wei||17180672647
2010-06-23T10:37:37.431+0000|17181210557|3981|thanks|Lei Liu|17181210550|
2010-06-23T10:39:11.591+0000|17180454734|1274|About Joseph Hay. About Alice Coop. About Muhammad A. About Weird Al Y. About Éamon.|Roberto Fernandez|17180454732|
2010-06-23T10:41:48.553+0000|17180673757|2199023258095|no way!|Zheng Zhu|17180673756|
2010-06-23T10:43:18.319+0000|17180454723|1099511629430|ok|Kamal Aziz|17180454714|
2010-06-23T10:44:07.617+0000|17181116123|1099511628696|no way!|Cristian Diaz||17181115983
2010-06-23T10:44:08.258+0000|17181008904|2886|About Ernests Gu. About Peter Gabr. About Douglas Ma. About Spike Lee,. About Hotel.|Baoping Wu||17181008775
2010-06-23T10:46:31.139+0000|17181008911|555|thx|Chen Yang|17181008904|
2010-06-23T10:46:45.024+0000|17180380745|1099511632392|About Ernests Gulb. About Mark Twain, . About Alice Cooper. About Bob Marley, . About Run Runa.|Karl Hartmann||17180379824
2010-06-23T10:47:08.027+0000|17181008907|4465|good|Wei Li|17181008904|
2010-06-23T10:49:24.497+0000|17180380109|1099511628301|fine|Ibrahim Bare Ousmane|17180380107|
2010-06-23T10:52:18.997+0000|17180673768|3412|About T. S. Eliot, the Mod. About 50 Cent, known by hi. About Drive My Car, My C.|Lei Wang|17180673755|
2010-06-23T10:53:23.773+0000|17181008910|4273|no|Jun Lu||17181008775
2010-06-23T10:54:35.064+0000|17180380013|941|no|Aryo Tobing||17180379747
2010-06-23T10:56:44.590+0000|17180673759|3412|About Alanis Mori. About Alfred Hitc. About Michael Blo. About Michael Moo. About Ric.|Lei Wang|17180673756|
2010-06-23T11:04:46.561+0000|17180380747|1099511632352|About Fidel Castro, be. About Leander Paes, te. About B.B. King, King . About Jesus, betw.|Arap Ngoche||17180379825
2010-06-23T11:08:01.542+0000|17181172024|1099511630588|maybe|Abdul Baseer Sadat||17181170679
2010-06-23T11:09:31.970+0000|17181211168|3981|About Ernest. About Benjam. About Willia. About Julie . About Sammy . About John S. Abou.|Lei Liu||17181208720
2010-06-23T11:09:47.800+0000|17181211170|143|About Ernes. About Maimo. About Weird. About Sammy. About Otis . About John . Abou.|Maria Alkaios|17181211168|
2010-06-23T11:09:59.529+0000|17181211175|4279|About Camille Saint-S. About 50 Cent, Nelly.. About Marilyn Manson,. About Matt Groen.|Mohammad Reza Forouhar|17181211170|
2010-06-23T11:10:45.197+0000|17180673765|2199023258095|About 50 Cent, other rappers. About Look Away, Problems li. About Emergency & I, Recor.|Zheng Zhu|17180673755|
2010-06-23T11:11:53.015+0000|17180302072|2194|yes|Alexander Dobrunov||17180301507
2010-06-23T11:24:42.689+0000|17181210543|143|I see|Maria Alkaios|17181210541|
2010-06-23T11:24:56.967+0000|17181211167|1099511628310|thanks|Georgios Antoniou||17181208720
2010-06-23T11:25:42.926+0000|17181211172|1099511629741|About Franz . About Ernest. About Anne, . About Britne. About Sammy . About John S. Abo.|Alexander Gallagher|17181211168|
2010-06-23T11:25:51.384+0000|17180380581|1099511631898|thx|Kenji Matsudaira|17180380580|
2010-06-23T11:28:09.287+0000|17181008912|4766|About Abraham L. About Weird Al . About Nicole Ki. About Spike Lee. About Hotel.|Chen Li|17181008904|
2010-06-23T11:31:10.565+0000|17180499278|2783|thx|Rafael Alonso|17180499275|
2010-06-23T11:32:52.229+0000|17181210490|143|ok|Maria Alkaios||17181208656
2010-06-23T11:34:31.790+0000|17181211169|1099511628310|yes|Georgios Antoniou|17181211168|
2010-06-23T11:39:57.046+0000|17181172021|2199023258686|About Duke Ellington, of these indivi. About Joseph Stalin, heavy human and.|Akira Suzuki||17181170679
2010-06-23T11:40:35.413+0000|17180008983|4290|great|Wei Chen|17180008978|
2010-06-23T11:46:47.311+0000|17180380085|941|cool|Aryo Tobing||17180379754
2010-06-23T11:47:23.897+0000|17181210479|1099511630737|About Alanis M. About Ernests . About Busta Rh. About Ezra Pou. About Mystery . About H.|Pol Dany||17181208655
2010-06-23T11:48:07.272+0000|17181210481|2519|duh|Pisith Chau||17181208655
2010-06-23T11:57:11.553+0000|17181008909|4766|About Galileo Ga. About Elton John. About Margaret T. About The Notori. About Hotel .|Chen Li||17181008775
2010-06-23T11:57:40.402+0000|17180454724|1274|thanks|Roberto Fernandez|17180454714|
2010-06-23T11:59:21.080+0000|17180673887|3412|duh|Lei Wang||17180672658
2010-06-23T11:59:34.857+0000|17180673885|2199023258095|LOL|Zheng Zhu||17180672658
