2010-05-31T06:00:23.845+0000|8590340927|1099511632315|About Alexandre Dumas. About Eric Clapton, m. About Libya, of the c. About My Name I.|Janne Seppala|8590340926|
2010-05-31T07:26:03.552+0000|8589966494|1490|About Leonardo da Vinci, . About Edvard Munch, centu. About David Bowie, Starma. About Willie Nelson, 1990. About John Quincy Adams, . About Gene Autr.|John Wilson||8589966106
2010-05-31T07:28:56.842+0000|8590593762|2194|ok|Alexander Dobrunov|8590593761|
2010-05-31T07:32:37.010+0000|8590341458|974|About Ovid, hexamete. About Weird Al Yankovic, 21. About Anthony Hopkins, he b. Abo.|Heinz Frank||8590338841
2010-05-31T07:34:27.093+0000|8589966850|1099511630235|no|Ydnekatchew Guelleh|8589966839|
2010-05-31T07:35:04.327+0000|8590195419|1099511630235|great|Ydnekatchew Guelleh|8590195410|
2010-05-31T07:36:58.477+0000|8590195414|1099511628022|right|Brian Wilson|8590195411|
2010-05-31T07:43:03.593+0000|8590070111|1099511630952|About Lou. About Gio. About Rob. About Jay. About 50 . About Ali. About All. About C.|Asim Qureshi|8590070100|
2010-05-31T07:45:23.092+0000|8589966391|1099511628301|right|Ibrahim Bare Ousmane|8589966381|
2010-05-31T07:45:47.391+0000|8590194683|318|About David Bowie, tw. About John A. Macdona. About Dalai Lama, per. About Maurya Em.|Claude Radafison||8590194273
2010-05-31T07:47:59.878+0000|8589966688|407|About Mikhail Gorbachev, . About Beck, Thomas Becket. About So Much for the A.|Gregorio Manalo|8589966682|
2010-05-31T07:48:11.602+0000|8589946114|2310|About Fr. About Ma. About Bo. About Am. About Ba. About 50. About Ba. About Lu. Ab.|Ferenc Kiss|8589946108|
2010-05-31T07:51:08.020+0000|8589967126|2135|About Albert, Prince. About Clement Attlee. About Rutherford B. . About John Willia.|David Grenville||8589966165
2010-05-31T07:51:36.086+0000|8590194858|2135|About Napol. About Charl. About Cicer. About Abrah. About Jack . About From . Abou.|David Grenville|8590194857|
2010-05-31T07:55:42.800+0000|8589966400|1490|fine|John Wilson|8589966396|
2010-05-31T07:56:10.046+0000|8590195200|1099511630235|About Edvard Munc. About John Edward. About Andrew Jack. About Weird Al Ya. About On an .|Ydnekatchew Guelleh||8590194322
2010-05-31T07:56:58.684+0000|8591150736|3587|right|Ahmad Chedid|8591150717|
2010-05-31T07:59:29.191+0000|8590001723|4688|About Ka. About Be. About As. About Bo. About Ja. About Er. About Ad. About No. About.|Chen Lu|8590001721|
2010-05-31T08:00:23.594+0000|8589966495|1099511628501|no|Allister Miller|8589966494|
2010-05-31T08:04:19.190+0000|8590399905|1099511631424|no|Baoping Huang|8590399901|
2010-05-31T08:07:44.308+0000|8589946091|609|About Fide. About Gust. About Pope. About Edva. About Lewi. About Mart. About Ralp. About .|Lei Yang||8589945861
2010-05-31T08:07:45.017+0000|8590070148|2194|cool|Alexander Dobrunov|8590070142|
2010-05-31T08:07:47.880+0000|8589966405|407|About Re. About Ed. About Sa. About St. About 50. About We. About Th. About Si.|Gregorio Manalo||8589966098
2010-05-31T08:08:24.232+0000|8590001724|4688|right|Chen Lu|8590001723|
2010-05-31T08:08:28.479+0000|8590399790|1099511630682|ok|Zheng Wang|8590399780|
2010-05-31T08:09:25.525+0000|8589966554|318|no way!|Claude Radafison|8589966548|
2010-05-31T08:09:45.363+0000|8589966413|4688|right|Chen Lu||8589966098
2010-05-31T08:10:31.986+0000|8590232590|4555|About Victor Hugo, . About Edvard Munch,. About Michael Jorda. About Weird Al Y.|Wei Zhou||8590232332
2010-05-31T08:13:56.835+0000|8589966790|407|About Katy Perry, a guest judge on the seventh series of The X Factor UK and the ninth s.|Gregorio Manalo|8589966789|
2010-05-31T08:14:47.847+0000|8589946028|2310|duh|Ferenc Kiss|8589946027|
2010-05-31T08:16:24.520+0000|8590194687|1099511632751|About Brian En. About John A. . About Miles Da. About William . About Sam .|Ning Li|8590194680|
2010-05-31T08:18:49.793+0000|8590232594|4555|About Edvard Munch. About Billie Holid. About Weird Al Yan. About Voices Th.|Wei Zhou|8590232590|
2010-05-31T08:19:02.070+0000|8590232597|1103|good|Mehmet Ayhan|8590232594|
2010-05-31T08:20:40.015+0000|8589966912|1099511630235|cool|Ydnekatchew Guelleh|8589966911|
2010-05-31T08:21:40.276+0000|8590070189|1099511631424|cool|Baoping Huang||8590069496
2010-05-31T08:22:09.174+0000|8590943221|3705|About Nelly Furtado, of the 2004 Europea. About Every Breath You Take, for nine .|Bingjian Zhang|8590943213|
2010-05-31T08:25:06.690+0000|8590070006|2194|fine|Alexander Dobrunov||8590069481
2010-05-31T08:26:28.668+0000|8590070194|1099511630952|About Pope Pius XII,. About Edvard Munch, . About Andrew Carnegi. About Ted Kenne.|Asim Qureshi||8590069496
2010-05-31T08:27:20.073+0000|8590580532|3962|good|Sergio Gonzalez|8590580530|
2010-05-31T08:30:27.211+0000|8591094815|2886|About Augustine of Hippo, Hippo Regiu. About Saint Patrick, the 2nd Dragoo.|Baoping Wu||8591094784
2010-05-31T08:36:30.806+0000|8589966380|1099511628501|yes|Allister Miller|8589966378|
2010-05-31T08:36:51.988+0000|8590232599|4555|thx|Wei Zhou|8590232590|
2010-05-31T08:41:01.101+0000|8590232604|238|About Victor Hugo. About Edvard Munc. About Weird Al Ya. About In Time: Th. About Nig.|Burak Koksal|8590232590|
2010-05-31T08:41:11.450+0000|8589946116|2310|About I. About B. About M. About B. About L. About J. About J. About R. About D. About G. .|Ferenc Kiss|8589946112|
2010-05-31T08:43:50.955+0000|8590194889|2965|yes|Abdel Wahab Mahmoud||8590194293
2010-05-31T08:45:44.694+0000|8590232536|238|cool|Burak Koksal|8590232533|
2010-05-31T08:50:37.783+0000|8590070191|1099511630952|duh|Asim Qureshi|8590070185|
2010-05-31T08:58:40.258+0000|8589966856|4688|great|Chen Lu|8589966839|
2010-05-31T08:59:25.348+0000|8590399902|4848|great|Chau Nguyen|8590399891|
2010-05-31T09:00:29.785+0000|8590194885|318|ok|Claude Radafison||8590194291
2010-05-31T09:01:18.104+0000|8591381983|1099511631898|thanks|Kenji Matsudaira||8591381543
2010-05-31T09:04:35.499+0000|8589966551|1099511628501|great|Allister Miller||8589966111
2010-05-31T09:06:58.559+0000|8590194886|1573|About Joseph Hayd. About James II of. About Weird Al Ya. About Zachary Tay. About Frank S.|Danijel Ali||8590194291
2010-05-31T09:07:40.479+0000|8589946102|609|right|Lei Yang||8589945861
2010-05-31T09:08:23.585+0000|8589966666|1099511628501|About Pope John XXIII. About H. G. Wells, mi. About Billie Holiday,. About Weird Al Ya.|Allister Miller||8589966122
2010-05-31T09:09:18.196+0000|8589946090|609|yes|Lei Yang|8589946086|
2010-05-31T09:11:56.556+0000|8590070179|3539|maybe|Ai Wang||8590069496
2010-05-31T09:20:04.781+0000|8590232400|238|roflol|Burak Koksal|8590232398|
2010-05-31T09:28:08.287+0000|8590070032|1099511630952|good|Asim Qureshi||8590069484
2010-05-31T09:29:56.981+0000|8591041415|1274|good|Roberto Fernandez||8591041392
2010-05-31T09:30:26.936+0000|8590341369|4018|fine|Rodrigo Alves|8590341368|
2010-05-31T09:31:22.429+0000|8590070186|3780|roflol|Chen Li|8590070185|
2010-05-31T09:32:26.058+0000|8590342035|1099511631068|About Gloria E. About 50 Cent,. About Bette Da. About OK Compu. About Worth th. About D.|Dennis Murray|8590342031|
2010-05-31T09:36:34.317+0000|8590492173|1847|About Hillary Rodham Clint. About Andrew Jackson, as p. About Hank Williams, who b. About Janis Joplin, throug. About My Aim Is True, of t. About Dick Cheney, whil. About Schubert Dip.|Jun Zhang||8590491897
2010-05-31T09:39:51.052+0000|8589967137|407|good|Gregorio Manalo|8589967133|
2010-05-31T09:40:24.756+0000|8590341887|2886|no|Baoping Wu|8590341886|
2010-05-31T09:40:34.738+0000|8590001734|1099511631132|cool|Wei Li|8590001721|
2010-05-31T09:41:06.625+0000|8591041420|1274|About Oscar Wilde, . About Jimmy Van Heu. About Donald Duck, . About Rock of th.|Roberto Fernandez||8591041392
2010-05-31T09:41:35.452+0000|8589966409|1490|duh|John Wilson|8589966405|
2010-05-31T09:51:04.340+0000|8591332175|4986|About David Bowie, Spiders from Mars. . About New Born, by English alternati.|Carlos Betancourt|8591332169|
2010-05-31T09:58:14.441+0000|8589966404|1099511630235|fine|Ydnekatchew Guelleh||8589966098
2010-05-31T10:03:19.034+0000|8590522036|4273|About Shan. About Hect. About Edva. About Weir. About Wood. About Deep. About Mone. Ab.|Jun Lu|8590522030|
2010-05-31T10:06:17.655+0000|8589946100|609|About James Joyce, is set wi. About Abraham Lincoln, aboli. About Weird Al Yankovic, cop. About French West Africa, Cô. About Palestinian terr.|Lei Yang|8589946086|
2010-05-31T10:07:00.621+0000|8590070038|2194|About Edvar. About Willi. About Alici. About Steph. About Thank. About Hip t. .|Alexander Dobrunov||8590069484
2010-05-31T10:08:55.124+0000|8590232625|238|maybe|Burak Koksal|8590232610|
2010-05-31T10:11:22.675+0000|8590232667|4555|maybe|Wei Zhou||8590232340
2010-05-31T10:11:25.907+0000|8589967085|1099511630235|About Enn. About Ald. About Mar. About Dus. About Rob. About Cyn. About Li.|Ydnekatchew Guelleh|8589967078|
2010-05-31T10:11:37.653+0000|8590341980|1099511629479|right|Jun Wang||8590338890
2010-05-31T10:12:23.664+0000|8590288864|1355|good|Peter Taylor||8590288462
2010-05-31T10:14:54.196+0000|8590232595|1103|About 50 Cent, name 50 Cent, is an America. About Joan Crawford, were acrimonious. C.|Mehmet Ayhan||8590232332
2010-05-31T10:16:55.557+0000|8590001735|1099511629845|About Karl. About Erne. About Gwen. About Lenn. About Howa. About Will. About Nor.|Zheng Zhang|8590001721|
2010-05-31T10:17:24.820+0000|8590522021|4005|thanks|Zheng Zhang||8590521811
2010-05-31T10:17:30.186+0000|8590232394|238|About Edvard Munch, of psy. About H. G. Wells, particu. About Katharine Hepbur.|Burak Koksal||8590232318
2010-05-31T10:17:44.165+0000|8590341902|1099511632601|good|Lei Wang|8590341891|
2010-05-31T10:25:27.434+0000|8590341372|555|About Edvard Munch, most wel. About Herbert Hoover, In th. About Weird Al Yankovic, at.|Chen Yang|8590341368|
2010-05-31T10:33:15.031+0000|8590464422|4465|About Benito Mussolini, an. About Charles, Prince of W. About Northern Rhodesia.|Wei Li|8590464421|
2010-05-31T10:34:53.976+0000|8591041421|1099511629463|ok|Mikhail Basov|8591041420|
2010-05-31T10:39:12.802+0000|8590232492|4555|no|Wei Zhou||8590232325
2010-05-31T10:42:22.423+0000|8590195118|1099511628022|I see|Brian Wilson|8590195113|
2010-05-31T10:42:39.841+0000|8590399779|1099511631424|About Josip . About Gioach. About Edvard. About Amy Wi. About Amerik. About Saxe-W. About Myster. A.|Baoping Huang|8590399778|
2010-05-31T10:43:02.439+0000|8590399782|1099511632128|no|Hao Wang|8590399779|
2010-05-31T10:49:49.944+0000|8589966679|2783|About Pyotr . About Jonas . About Willia. About Weird . About Meryl . About Philip. Abou.|Rafael Alonso||8589966124
2010-05-31T10:51:44.020+0000|8590341116|4822|About Edvard Munch, a. About David Beckham, . About 50 Cent, Billbo. About Weird Al Yan.|Alejandro Alvarez|8590341112|
2010-05-31T10:52:01.096+0000|8590340631|4005|maybe|Zheng Zhang|8590340626|
2010-05-31T10:54:39.868+0000|8589946085|2310|yes|Ferenc Kiss||8589945861
2010-05-31T10:54:52.004+0000|8589946284|609|About Nicholas II of Russia, monarchy's inc. About Charles I of England, and escaping t.|Lei Yang|8589946280|
2010-05-31T10:55:47.797+0000|8589966684|2370|About David . About H. H. . About Weird . About Meryl . About Philip. About N.|Yang Zhu|8589966679|
2010-05-31T10:58:08.241+0000|8589966459|2135|About Edvard Munch, . About Henry I of Eng. About Ben Jonson, an. About Walt Disney, i. About Andrew Jackson. About 50 Cent.|David Grenville|8589966457|
2010-05-31T11:00:08.564+0000|8590984752|3760|thanks|Zhi Li|8590984746|
2010-05-31T11:04:55.842+0000|8589946089|2310|thx|Ferenc Kiss||8589945861
2010-05-31T11:20:39.407+0000|8590232395|1103|thanks|Mehmet Ayhan|8590232394|
2010-05-31T11:24:15.413+0000|8591041417|1099511629463|I see|Mikhail Basov||8591041392
2010-05-31T11:26:29.588+0000|8590288875|1099511630703|duh|Josef Herzigová|8590288858|
2010-05-31T11:28:26.676+0000|8590288872|1355|right|Peter Taylor|8590288858|
2010-05-31T11:32:06.681+0000|8589966431|1490|fine|John Wilson|8589966419|
2010-05-31T11:36:28.724+0000|8589966681|4688|About Mar. About Jea. About Cha. About Wil. About Wei. About Phi. About Fyo..|Chen Lu|8589966679|
2010-05-31T11:36:56.213+0000|8589966693|1490|roflol|John Wilson|8589966681|
2010-05-31T11:37:48.464+0000|8590522040|4005|About Ric. About Edv. About Wei. About Sam. About Woo. About Kid. About Jac. About Sp.|Zheng Zhang|8590522030|
2010-05-31T11:39:52.898+0000|8589966465|4688|About Edvard. About Neil G. About Andrew. About 50 Cen. About Weird . About .|Chen Lu|8589966459|
2010-05-31T11:40:09.260+0000|8590194840|1099511632098|right|Daniele Russo|8590194835|
2010-05-31T11:40:28.023+0000|8589946093|609|fine|Lei Yang|8589946086|
2010-05-31T11:42:20.375+0000|8589967219|1099511628501|About Bryan Adams, MTV, ASCAP, . About Edvard Munch, some of the. About Weird Al Yankovic, being . About Hometown Glory, sing.|Allister Miller||8589966176
2010-05-31T11:43:02.181+0000|8590429692|465|good|Lin Zhu||8590429273
2010-05-31T11:50:30.082+0000|8590195503|3212|About Constantine the Great, 27 February 272 – 22 May 337), also known as Cons.|Bona Pinder Yayumayalolo Akongo|8590195499|
2010-05-31T11:50:59.155+0000|8590196068|1099511629367|duh|Gyula Laszlo|8590196061|
