2010-07-04T00:01:37.560+0000|17181132155|1099511631226|About Philip K. Dick, films since his dea. About George S. Patton, and also design.|Mart Aas|17181132154|
2010-07-04T02:09:45.131+0000|17180424406|3633|About Arnold . About Martin . About Pope Pa. About Rubén B. About Alexand. About Al.|Jun Wu||17180423486
2010-07-04T02:09:56.172+0000|17180424420|3528|About Martin Heid. About Al Gore, wo. About Allen Ginsb. About Spider-Man,. About Dark.|Richard Aquino|17180424406|
2010-07-04T02:10:44.593+0000|17181335116|2329|About Ian Fleming, m. About Willie Nelson,. About 50 Cent, In 20. About Xiongnu, .|Hao Chen|17181335114|
2010-07-04T02:10:47.116+0000|17180180636|1099511629352|no way!|Ge Liu||17180180386
2010-07-04T02:13:42.003+0000|17181061284|2214|good|Alexander Ivanov|17181061278|
2010-07-04T02:14:57.725+0000|17180837763|1099511630379|good|Chen Chen||17180837477
2010-07-04T02:17:16.914+0000|17180837642|4693|thanks|Zhong Zhang||17180837465
2010-07-04T02:18:17.617+0000|17180837723|4688|About Walter Sc. About Mary I of. About Stanley K. About Harrison . About Me.|Chen Lu||17180837473
2010-07-04T02:18:36.391+0000|17181213315|1564|About Felix Mendelssohn, to changing . About David Hume, such as Jean-Jacq.|Emperor of Brazil Silva||17181213290
2010-07-04T02:24:28.636+0000|17180837768|1269|ok|Diana Zhang||17180837477
2010-07-04T02:26:33.403+0000|17180837765|4465|About Eleanor Roose. About Bhutan, the c. About Saint Helena,. About Trilogy: .|Wei Li||17180837477
2010-07-04T02:27:25.452+0000|17180164268|1099511629430|no way!|Kamal Aziz||17180163777
2010-07-04T02:30:27.820+0000|17180037262|1099511629672|LOL|Chen Yang||17180036425
2010-07-04T02:31:01.668+0000|17181242066|4766|no|Chen Li||17181240935
2010-07-04T02:32:09.873+0000|17180560602|1099511628255|no way!|Rodrigo Balmaceda|17180560601|
2010-07-04T02:32:37.443+0000|17180503015|1099511630976|I see|Adriaan Jong||17180501854
2010-07-04T02:36:12.964+0000|17180572150|1079|cool|Faisal Qureshi||17180570274
2010-07-04T02:39:06.614+0000|17181041293|3606|maybe|Andrew Kibona|17181041282|
2010-07-04T02:40:55.384+0000|17180424415|3039|great|Li Wang|17180424406|
2010-07-04T02:44:50.251+0000|17179903545|4139|thx|Baruch Dego||17179903400
2010-07-04T02:45:24.200+0000|17180164269|1099511631578|maybe|Aisso Mamo||17180163777
2010-07-04T02:49:26.495+0000|17180837725|3539|fine|Ai Wang|17180837723|
2010-07-04T02:55:18.868+0000|17181213317|1564|duh|Emperor of Brazil Silva|17181213315|
2010-07-04T02:56:04.950+0000|17180775962|2199023260102|About Bruce. About Rubén. About Lady . About 50 Ce. About Al Gr. About Olivi. A.|Yang Wei||17180775282
2010-07-04T02:57:27.968+0000|17181087440|1355|About Brya. About Sara. About Calv. About Howa. About Tomb. About Metr. About Ever. About .|Peter Taylor||17181086661
2010-07-04T02:57:38.082+0000|17180576764|1099511631980|About William III of Engl. About Weird Al Yankovic, . About Henry V of Engla.|Sam Carter||17180576627
2010-07-04T03:00:12.563+0000|17180154637|4465|About 50 Cent, Guess Who's Back? in 2002, Jackson was discovered by rapper Eminem and signed to Interscope Records. With the help of Eminem and Dr. Dre, wh.|Wei Li||17180154448
2010-07-04T03:00:49.035+0000|17181241844|1131|About Rubén Blades, th. About Donovan, break t. About Lorenz Hart, Fun. About Burkina Faso, in. About Some Friendl.|Lei Li||17181240908
2010-07-04T03:02:24.139+0000|17180154642|2329|About Arnold Schwarzenegger, awarded th. About 50 Cent, of the 2000s. Billboard.|Hao Chen|17180154637|
2010-07-04T03:03:39.276+0000|17180775917|2199023259227|About Jo. About El. About Qu. About Mi. About Jo. About Br. About Le. About Me. About.|Ge Zhang||17180775277
2010-07-04T03:04:59.927+0000|17180180632|2199023257466|I see|Jie Wang||17180180386
2010-07-04T03:05:19.553+0000|17180938552|267|thanks|Aburizal Mohede|17180938545|
2010-07-04T03:06:31.778+0000|17180576765|2199023256352|roflol|Alexander Popov|17180576764|
2010-07-04T03:06:36.423+0000|17181213312|1564|cool|Emperor of Brazil Silva||17181213290
2010-07-04T03:07:49.867+0000|17180837782|4693|right|Zhong Zhang|17180837781|
2010-07-04T03:08:12.779+0000|17180154645|4465|About Carl Gustaf Emil Mannerheim, Finnish. About Weird Al Yankovic, on Weird Al Yank.|Wei Li||17180154448
2010-07-04T03:10:04.305+0000|17180124649|1847|About Desideri. About Rubén Bl. About Ozzy Osb. About Mark Twa. About Diana Ro. About.|Jun Zhang||17180124502
2010-07-04T03:11:25.857+0000|17180776891|1099511629430|great|Kamal Aziz||17180776839
2010-07-04T03:12:02.206+0000|17180775830|4534|fine|David Jones|17180775823|
2010-07-04T03:13:41.877+0000|17181298917|1099511628501|right|Allister Miller||17181298796
2010-07-04T03:13:48.709+0000|17179979149|378|ok|Wilhelm Muller|17179979141|
2010-07-04T03:14:51.896+0000|17180795778|2194|great|Alexander Dobrunov|17180795771|
2010-07-04T03:15:04.919+0000|17181241851|2199023258095|good|Zheng Zhu|17181241844|
2010-07-04T03:16:01.443+0000|17180124647|555|About Pope. About Bria. About Mark. About Muha. About Bett. About Éamo. About John.|Chen Yang||17180124502
2010-07-04T03:22:21.949+0000|17180795248|2310|thanks|Ferenc Kiss||17180795101
2010-07-04T03:24:26.664+0000|17181241849|4290|About Donovan, (12.10 m/s) in his 19. About Waylon Jennings, time with his. About Clark Gable, the Wind, in whic. About Some Friendly, Bear) were over. About Ella Fitzgerald Sings the.|Wei Chen|17181241844|
2010-07-04T03:25:46.393+0000|17180424605|1847|About Hector Berlioz, for hi. About Rubén Blades, American. About Taylor Swift, Award.|Jun Zhang|17180424601|
2010-07-04T03:27:26.934+0000|17180214250|1099511630976|maybe|Adriaan Jong||17180213669
2010-07-04T03:29:41.524+0000|17180575016|2194|right|Alexander Dobrunov|17180575015|
2010-07-04T03:30:19.663+0000|17181213313|1564|About Rubén Blades, thug . About Anthony Hopkins, he. About Egypt, are unde..|Emperor of Brazil Silva||17181213290
2010-07-04T03:34:15.402+0000|17180502815|1099511629086|duh|Takeshi Yamada||17180501835
2010-07-04T03:34:15.543+0000|17180502818|1099511628211|great|Hao Chen||17180501835
2010-07-04T03:34:54.747+0000|17180154653|1099511628571|ok|Benedict Yang|17180154643|
2010-07-04T03:40:51.428+0000|17180427848|1099511628095|About Marvin Gaye, a. About John Coltrane,. About Weird Al Yanko. About Make Her.|Adriaen Dam||17180426978
2010-07-04T03:40:56.520+0000|17180124653|1161|maybe|Li Zhang||17180124502
2010-07-04T03:41:51.902+0000|17180560555|1099511628571|duh|Benedict Yang||17180560217
2010-07-04T03:41:53.176+0000|17180560554|1099511628571|About Rubén Blades, continues. About Weird Al Yankovic, orig. About T-Pain, third studi..|Benedict Yang||17180560217
2010-07-04T03:42:26.087+0000|17180837685|3780|good|Chen Li||17180837470
2010-07-04T03:42:54.995+0000|17180424573|941|About Cicero. About Rubén Blad. About Le Corbusi. About Éamon de V. About Napoleon .|Aryo Tobing||17180423503
2010-07-04T03:43:42.075+0000|17181087552|1099511628305|great|Gregorio Reyes||17181086671
2010-07-04T03:43:59.597+0000|17180424604|1099511628627|ok|Zhong Yang|17180424601|
2010-07-04T03:45:12.327+0000|17181298913|2194|great|Alexander Dobrunov|17181298907|
2010-07-04T03:45:47.080+0000|17180502817|2199023256940|About Edward Heath, and in . About Alice Cooper, Furnier. About Kung Fu Fighting, o.|Tom Williams||17180501835
2010-07-04T03:45:57.200+0000|17180502823|1099511631424|LOL|Baoping Huang|17180502817|
2010-07-04T03:46:38.088+0000|17181087435|1933|thx|Muhammad Ahmed||17181086661
2010-07-04T03:48:03.881+0000|17180837682|1099511628642|maybe|Li Li||17180837470
2010-07-04T03:51:08.566+0000|17181041265|3606|fine|Andrew Kibona||17181040993
2010-07-04T03:52:33.235+0000|17180181634|2194|fine|Alexander Dobrunov||17180180943
2010-07-04T03:52:48.752+0000|17180837775|4693|roflol|Zhong Zhang||17180837478
2010-07-04T03:54:09.367+0000|17181041042|1274|About Nic. About Sea. About Dav. About Fra. About Mar. About Wei. About Ada. A.|Roberto Fernandez|17181041039|
2010-07-04T03:55:00.754+0000|17180181637|941|fine|Aryo Tobing|17180181635|
2010-07-04T03:55:36.043+0000|17180938550|2862|About Charles Lindbergh, (February 4, 1902 . About Kingdom of Scotland, terms of the A.|Batong Ho|17180938545|
2010-07-04T03:56:15.097+0000|17180129185|1099511631072|fine|Martin Martin|17180129179|
2010-07-04T03:57:06.609+0000|17180424407|1131|About Franz. About Marti. About Rubén. About Alexa. About Allen. About Weird. About.|Lei Li|17180424406|
2010-07-04T03:59:01.262+0000|17180424417|94|duh|Jun Hu|17180424407|
2010-07-04T03:59:30.222+0000|17180424410|3192|About Franz. About Alber. About Marti. About 50 Ce. About Allen. About Major. About Beat.|Yang Zhang|17180424407|
2010-07-04T04:00:06.311+0000|17181268215|2608|About Wolfgang Amadeus Mozart, (27 January. About Achaemenid Empire, Asia minor. At .|Wei Zhu||17181268067
2010-07-04T04:00:18.024+0000|17180424414|3748|About Franz. About 50 Ce. About R. Ke. About Marlo. About Perry. About Songs. A.|Chen Yang|17180424410|
2010-07-04T04:00:39.394+0000|17181268217|1099511631424|maybe|Baoping Huang|17181268215|
2010-07-04T04:00:47.376+0000|17181268220|1099511631424|About The Lonely Goatherd, yodelling is heard from far off and by passers-by, until he falls in love with.|Baoping Huang|17181268215|
2010-07-04T04:02:07.646+0000|17180738442|1099511627884|no|Ruby Thapa||17180733924
2010-07-04T04:03:17.388+0000|17180776011|2199023259227|ok|Ge Zhang||17180775287
2010-07-04T04:05:04.183+0000|17179931434|2199023259517|thx|Wei Zhao||17179930920
2010-07-04T04:06:20.449+0000|17180427852|1099511628095|About Lady Gaga, she f. About Marvin Gaye, dis. About Make Her Say, as. About Music from.|Adriaen Dam|17180427848|
2010-07-04T04:09:00.532+0000|17181242068|1099511629519|I see|Lei Zhang||17181240935
2010-07-04T04:17:09.058+0000|17180424421|1874|great|Jun Liu|17180424407|
2010-07-04T04:18:02.757+0000|17181041047|4534|ok|David Jones|17181041042|
2010-07-04T04:20:15.986+0000|17180959906|1099511630654|right|Wuttichai Amornkiat||17180959548
2010-07-04T04:20:17.319+0000|17180166300|4233|right|Aleksandr Basov||17180164954
2010-07-04T04:21:23.091+0000|17180166308|1099511631980|About Weird Al Yanko. About Belgium, the N. About David Gilmour,. About Strawberr.|Sam Carter||17180164954
2010-07-04T04:22:02.300+0000|17181213316|1564|good|Emperor of Brazil Silva|17181213313|
2010-07-04T04:24:14.307+0000|17180164260|1099511631018|About Harry S. Truman, by United States pr. About At Fillmore East, as platinum by th.|El-Farouk Adjaye||17180163777
2010-07-04T04:25:29.861+0000|17180164261|1099511630235|About John Quincy Adams, eager to undercut. About At Fillmore East, Number 49 among .|Ydnekatchew Guelleh|17180164260|
2010-07-04T04:26:21.683+0000|17180424307|2329|About David Cameron, voter. About Adam Smith, he met o. About Aldous Huxley, i.|Hao Chen||17180423477
2010-07-04T04:26:36.040+0000|17180424308|2194|fine|Alexander Dobrunov|17180424307|
2010-07-04T04:26:51.323+0000|17180424314|1734|no way!|Jose Fernandez|17180424307|
2010-07-04T04:27:39.845+0000|17180775997|1099511629479|About Johann Wolf. About Robin Willi. About Henry Ford,. About Isle of Man. About Marie A.|Jun Wang||17180775287
2010-07-04T04:28:14.920+0000|17180560563|1099511628255|About Henry VIII of Engla. About 50 Cent, twelve dur. About Nancy Pelosi, f.|Rodrigo Balmaceda||17180560217
2010-07-04T04:29:24.003+0000|17180867265|2199023256115|About Samuel Pepys, administration, to be the Chief Secretary to the Admiralty under . About Ernest Hemingway, the Bell Tolls. Martha Gellhorn became his third wife in 194.|Yang Wei|17180867261|
2010-07-04T04:32:16.995+0000|17179931438|1099511631168|About Charles Gounod, compo. About Mel Gibson, series, G. About Light On, American.|Arthur Jones||17179930920
2010-07-04T04:32:21.307+0000|17181241847|2199023257352|About Ozzy Osbourne, band. About Sowing the Seeds of. About Burkina Faso, a sem. About Some Friendly, whol. About Sonic Nurse, .|Wei Wang|17181241844|
2010-07-04T04:32:46.559+0000|17180424411|3748|maybe|Chen Yang|17180424406|
2010-07-04T04:33:45.628+0000|17180424315|2197|About David Cameron, a coali. About Virginia Woolf, Her mo. About Hugo Chávez, Communa.|Yang Zhang|17180424307|
2010-07-04T04:35:16.637+0000|17180424569|2269|About Cicero, Zieliń. About Rubén Blades, . About Nicolaus Coper. About LL Cool J, Bam. About Napoleon.|Chan Yoon||17180423503
2010-07-04T04:38:42.675+0000|17181041295|1274|no|Roberto Fernandez|17181041282|
2010-07-04T04:38:59.131+0000|17180166303|3219|thanks|Artur Tavares||17180164954
2010-07-04T04:39:21.644+0000|17180129182|1099511629021|thx|Alex Obanda Obuya|17180129179|
2010-07-04T04:41:28.296+0000|17180424561|2886|thanks|Baoping Wu||17180423503
2010-07-04T04:47:01.105+0000|17180424437|2874|About Adam Sandler, seri. About Kurt Vonnegut, hum. About Daydream Believe.|Jie Wu|17180424436|
2010-07-04T04:48:03.566+0000|17180424444|3039|yes|Li Wang|17180424437|
2010-07-04T04:48:46.805+0000|17180837755|4688|About Rubén . About George. About Eminem. About Cole P. About Alice . About Eleano. Ab.|Chen Lu||17180837477
2010-07-04T04:52:33.244+0000|17180837789|4693|right|Zhong Zhang|17180837781|
2010-07-04T04:53:32.107+0000|17181241850|2285|great|Zheng Liu|17181241847|
2010-07-04T04:54:46.698+0000|17180154996|4465|cool|Wei Li|17180154989|
2010-07-04T04:55:32.582+0000|17180166143|1099511629572|good|Albade Diori||17180164935
2010-07-04T04:56:04.384+0000|17180424570|3039|ok|Li Wang|17180424569|
2010-07-04T04:56:48.963+0000|17180560941|1099511631980|maybe|Sam Carter||17180560255
2010-07-04T04:58:55.325+0000|17180837761|1099511628642|cool|Li Li|17180837755|
2010-07-04T04:59:44.481+0000|17179903547|4139|ok|Baruch Dego||17179903400
2010-07-04T05:00:35.579+0000|17180164384|4139|About Aleister Crowley, Great Beast, was an influential English occ. About Bill Cosby, performer, he got his start at various clubs, th.|Baruch Dego||17180163793
2010-07-04T05:05:16.155+0000|17181213318|1564|no way!|Emperor of Brazil Silva|17181213315|
2010-07-04T05:08:14.032+0000|17180837766|4528|About Muam. About Rubé. About Geor. About Cole. About Jack. About Elea. Ab.|Zheng Yang||17180837477
2010-07-04T05:08:54.133+0000|17180427853|4555|great|Wei Zhou||17180426978
2010-07-04T05:10:45.321+0000|17181241846|4624|good|Wei Zhu|17181241844|
2010-07-04T05:12:09.004+0000|17180424318|3633|thanks|Jun Wu||17180423477
2010-07-04T05:12:16.725+0000|17180164386|1099511629287|About William III of England, of Orange (Dutch: Willem III van Oranje) over Holland, Zeeland, Utrecht, Guelders, and Overijssel of the Dutch Republic. Fr.|Mathieu Bemba|17180164384|
2010-07-04T05:12:18.769+0000|17180837770|3748|no|Chen Yang|17180837766|
2010-07-04T05:18:06.861+0000|17180776118|1099511631424|duh|Baoping Huang||17180775297
2010-07-04T05:18:54.624+0000|17180424313|4465|fine|Wei Li|17180424307|
2010-07-04T05:21:24.108+0000|17180837773|1269|thanks|Diana Zhang||17180837478
2010-07-04T05:21:51.317+0000|17180424309|1099511628627|roflol|Zhong Yang|17180424307|
2010-07-04T05:22:06.637+0000|17180776112|4178|roflol|Lei Yan||17180775297
2010-07-04T05:22:55.341+0000|17180502821|3217|About George Orwel. About Edward Heath. About Kung Fu Figh. About France, .|Esti Bahaina|17180502817|
2010-07-04T05:23:44.538+0000|17180129180|3217|I see|Esti Bahaina|17180129179|
2010-07-04T05:25:00.427+0000|17180837757|1099511630682|fine|Zheng Wang|17180837755|
2010-07-04T05:25:40.329+0000|17180502812|1099511631578|I see|Aisso Mamo||17180501835
2010-07-04T05:27:39.373+0000|17180166396|3219|About Rubén Blades,. About Diana, Prince. About Marvin Gaye, . About Weird Al.|Artur Tavares||17180164965
2010-07-04T05:27:52.760+0000|17181213320|1564|About Felix Mendelssohn, due. About David Hume, Also famou. About Brazilian military g.|Emperor of Brazil Silva|17181213315|
2010-07-04T05:29:14.002+0000|17179978824|378|I see|Wilhelm Muller||17179977822
2010-07-04T05:31:03.257+0000|17181298903|2194|About August. About Rubén . About Robin . About Weird . About Jamie . About Éamon . Abo.|Alexander Dobrunov||17181298796
2010-07-04T05:31:25.030+0000|17181298918|1099511628501|duh|Allister Miller|17181298903|
2010-07-04T05:37:17.097+0000|17180959904|459|About Jor. About Bry. About Rub. About Bil. About 50 . About Rob. About 99.|Jharana Bajracharya Rashid Shrestha||17180959548
2010-07-04T05:37:20.586+0000|17180166301|1793|fine|Jose Sanchez||17180164954
2010-07-04T05:37:48.059+0000|17180181639|3755|ok|Antonio Oliveira||17180180943
2010-07-04T05:39:11.124+0000|17180576769|1099511630189|About William III of Engl. About Smokey Robinson, ye. About One More Minute,.|Neil Evans|17180576764|
2010-07-04T05:39:21.573+0000|17180424438|2874|thanks|Jie Wu|17180424437|
2010-07-04T05:46:39.484+0000|17180775916|2608|cool|Wei Zhu||17180775277
2010-07-04T05:46:40.314+0000|17180776004|1099511631981|About Francis Drak. About Robin Willia. About Bette Davis,. About 18 til I .|Abdul-Malik Alhouthi|17180775997|
2010-07-04T05:49:19.925+0000|17180129255|1099511631072|About Paul Hin. About Rubén Bl. About David Bo. About Franklin. About Time Wel. About.|Martin Martin||17180128863
2010-07-04T05:49:46.412+0000|17180129256|2135|About Joseph Haydn, and . About Nelly Furtado, alb. About Paul Hindemith, Ge. About Franklin D. Roosev. About Weird Al Yankovic,. About Time Well Wasted, . About The Tears .|David Grenville|17180129255|
2010-07-04T05:50:36.075+0000|17180424689|1099511628501|thanks|Allister Miller||17180423520
2010-07-04T05:52:06.099+0000|17180503020|1099511631072|no|Martin Martin|17180503018|
2010-07-04T05:52:36.901+0000|17180560556|1099511628255|duh|Rodrigo Balmaceda||17180560217
2010-07-04T05:55:26.564+0000|17181087434|407|great|Gregorio Manalo||17181086661
2010-07-04T05:57:07.822+0000|17180837771|4693|About Cha. About Mua. About Geo. About Jac. About Ele. About You. About Tur..|Zhong Zhang|17180837766|
